"sector","sub_sector","n_titles","mapping_decision","isco_code","isco_label","fallback_isco_3digit","confidence","rationale","raw_response"
"Manufacturing","Manufacturing of cooking oil","3","map","7514","Fruit, vegetable and related preservers","751","medium","This unit group specifically includes oil extraction in its description, which is the primary technical domain of cooking oil manufacturing.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""7514"",
  ""isco_label"": ""Fruit, vegetable and related preservers"",
  ""confidence"": ""medium"",
  ""rationale"": ""This unit group specifically includes oil extraction in its description, which is the primary technical domain of cooking oil manufacturing."",
  ""fallback_isco_3digit"": ""751""
}"
"Manufacturing","Manufacturing of cream or chocolate, or without ice cream and others manufacturing of ice","1","map","8160","Food and related products machine operators","816","high","The sub-sector describes a specific domain of food production involving dairy, confectionery, and freezing processes, which are centrally covered by the 8160 unit group and its 3-digit parent.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""8160"",
  ""isco_label"": ""Food and related products machine operators"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector describes a specific domain of food production involving dairy, confectionery, and freezing processes, which are centrally covered by the 8160 unit group and its 3-digit parent."",
  ""fallback_isco_3digit"": ""816""
}"
"Manufacturing","Manufacturing of crushed and partially ground grains","4","map","8160","Food and related products machine operators","816","high","The sub-sector specifically describes grain crushing and grinding, which is a core activity classified under grain milling within the Food and related products machine operators unit group.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""8160"",
  ""isco_label"": ""Food and related products machine operators"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector specifically describes grain crushing and grinding, which is a core activity classified under grain milling within the Food and related products machine operators unit group."",
  ""fallback_isco_3digit"": ""816""
}"
"Manufacturing","Manufacturing of hygienic and cosmetic products","4","no_map","","","","high","The sub-sector represents a broad industrial category encompassing diverse occupations such as manufacturing managers, chemists, chemical engineers, and plant operators across several different ISCO major groups.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector represents a broad industrial category encompassing diverse occupations such as manufacturing managers, chemists, chemical engineers, and plant operators across several different ISCO major groups."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacturing of light bulbs and lighting fixtures","1","no_map","","","","high","The sub-sector refers to an industrial activity that encompasses a wide variety of occupational categories across different ISCO major groups, including engineers (2151), managers (1321), and assemblers (8212).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector refers to an industrial activity that encompasses a wide variety of occupational categories across different ISCO major groups, including engineers (2151), managers (1321), and assemblers (8212)."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacturing of photoframes and framing","1","no_map","","","","high","The sub-sector represents an industrial manufacturing activity that encompasses a wide range of distinct ISCO categories, including managers, process control technicians, machine operators, and craft workers.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector represents an industrial manufacturing activity that encompasses a wide range of distinct ISCO categories, including managers, process control technicians, machine operators, and craft workers."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Manufacturing of plastic products","13","map","8142","Plastic products machine operators","814","high","The sub-sector specifically identifies the production of plastic products, which is directly addressed by the ISCO-08 unit group for plastic products machine operators and its broader minor group for rubber and plastic products.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""8142"",
  ""isco_label"": ""Plastic products machine operators"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector specifically identifies the production of plastic products, which is directly addressed by the ISCO-08 unit group for plastic products machine operators and its broader minor group for rubber and plastic products."",
  ""fallback_isco_3digit"": ""814""
}"
"Manufacturing","Manufacturing of prepared animal feed","2","map","8160","Food and related products machine operators","816","high","ISCO unit group 8160 specifically includes workers who operate and attend machinery used to process and make animal food.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""8160"",
  ""isco_label"": ""Food and related products machine operators"",
  ""confidence"": ""high"",
  ""rationale"": ""ISCO unit group 8160 specifically includes workers who operate and attend machinery used to process and make animal food."",
  ""fallback_isco_3digit"": ""816""
}"
"Manufacturing","Packaging works","1","map","8183","Packing, bottling and labelling machine operators","818","high","The sub-sector 'Packaging works' identifies a specific stage of the manufacturing process that directly corresponds to the industrial domain of operating machinery for packing, bottling, and labelling products.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""8183"",
  ""isco_label"": ""Packing, bottling and labelling machine operators"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'Packaging works' identifies a specific stage of the manufacturing process that directly corresponds to the industrial domain of operating machinery for packing, bottling, and labelling products."",
  ""fallback_isco_3digit"": ""818""
}"
"Manufacturing","Preparation of textile stripes; Spinning and weaving","7","map","8151","Fibre preparing, spinning and winding machine operators","815","high","The sub-sector explicitly covers spinning and weaving, which are the core activities of ISCO Minor Group 815, specifically codes 8151 and 8152.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""8151"",
  ""isco_label"": ""Fibre preparing, spinning and winding machine operators"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector explicitly covers spinning and weaving, which are the core activities of ISCO Minor Group 815, specifically codes 8151 and 8152."",
  ""fallback_isco_3digit"": ""815""
}"
"Manufacturing","Prepared clothes (hairdressing Excluding) manufacturing","6","map","7531","Tailors, dressmakers, furriers and hatters","753","high","The sub-sector specifically identifies the garment manufacturing domain, which is centrally represented by the occupational trades within Minor Group 753.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""7531"",
  ""isco_label"": ""Tailors, dressmakers, furriers and hatters"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector specifically identifies the garment manufacturing domain, which is centrally represented by the occupational trades within Minor Group 753."",
  ""fallback_isco_3digit"": ""753""
}"
"Manufacturing","Shoe manufacturing","1","map","8156","Shoemaking and related machine operators","815","high","The sub-sector specifically describes the industrial production of footwear, which is directly aligned with the unit group for operating footwear production machinery and its corresponding 3-digit minor group for leather products.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""8156"",
  ""isco_label"": ""Shoemaking and related machine operators"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector specifically describes the industrial production of footwear, which is directly aligned with the unit group for operating footwear production machinery and its corresponding 3-digit minor group for leather products."",
  ""fallback_isco_3digit"": ""815""
}"
"Manufacturing","Soft drinks, minerals and cannedwater production","3","no_map","","","","high","This sub-sector refers to an industry branch (ISIC 1104) that employs a broad range of occupations across unrelated ISCO domains, such as manufacturing managers, chemical engineers, production machine operators, and delivery drivers.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""This sub-sector refers to an industry branch (ISIC 1104) that employs a broad range of occupations across unrelated ISCO domains, such as manufacturing managers, chemical engineers, production machine operators, and delivery drivers."",
  ""fallback_isco_3digit"": null
}"
"Manufacturing","Steel tube manufacturing","6","map","8121","Metal processing plant operators","812","high","Steel tube manufacturing is a specific industrial process that falls under the domain of metal processing, rolling, and refining handled by metal processing plant operators.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""8121"",
  ""isco_label"": ""Metal processing plant operators"",
  ""confidence"": ""high"",
  ""rationale"": ""Steel tube manufacturing is a specific industrial process that falls under the domain of metal processing, rolling, and refining handled by metal processing plant operators."",
  ""fallback_isco_3digit"": ""812""
}"
"Manufacturing","different textile materials made (excluding clothing) Manufacturing","2","map","8152","Weaving and knitting machine operators","815","high","The sub-sector refers specifically to non-clothing textile material production, which aligns with the occupation domain covered by Minor Group 815 (Textile, Fur and Leather Products Machine Operators).","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""8152"",
  ""isco_label"": ""Weaving and knitting machine operators"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector refers specifically to non-clothing textile material production, which aligns with the occupation domain covered by Minor Group 815 (Textile, Fur and Leather Products Machine Operators)."",
  ""fallback_isco_3digit"": ""815""
}"
"Mining and Quarrying","Mining works","13","no_map","","","","high","The sub-sector 'Mining works' is too broad as it encompasses a diverse range of roles across multiple ISCO major groups, including managers, engineers, technicians, machine operators, and elementary laborers.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'Mining works' is too broad as it encompasses a diverse range of roles across multiple ISCO major groups, including managers, engineers, technicians, machine operators, and elementary laborers."",
  ""fallback_isco_3digit"": null
}"
"Service","Accounting and auditing Jobs","29","map","2411","Accountants","241","high","The sub-sector 'Accounting and auditing' directly aligns with the professional tasks of unit group 2411, which includes examining and analyzing accounting and financial records.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2411"",
  ""isco_label"": ""Accountants"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'Accounting and auditing' directly aligns with the professional tasks of unit group 2411, which includes examining and analyzing accounting and financial records."",
  ""fallback_isco_3digit"": ""241""
}"
"Service","Accounting audit and adminstrative works","112","no_map","","","","high","The sub-sector combines two distinct functional domains (accounting/audit and general administrative work) that span multiple ISCO major groups, including professionals, associate professionals, and clerical support workers.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector combines two distinct functional domains (accounting/audit and general administrative work) that span multiple ISCO major groups, including professionals, associate professionals, and clerical support workers."",
  ""fallback_isco_3digit"": null
}"
"Service","Advertising","127","map","2431","Advertising and marketing professionals","243","high","The sub-sector aligns precisely with the professional unit group dedicated to developing and coordinating advertising strategies and campaigns.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2431"",
  ""isco_label"": ""Advertising and marketing professionals"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector aligns precisely with the professional unit group dedicated to developing and coordinating advertising strategies and campaigns."",
  ""fallback_isco_3digit"": ""243""
}"
"Service","Agriculture and Livestock Services (with the exception of veterinary medicine)Livestock Breeding or artificial breeding","1","map","3142","Agricultural technicians","314","medium","The sub-sector specifically highlights 'Livestock Breeding or artificial breeding' as a service, which is a specialized technical support function performed by agricultural technicians (including artificial insemination technicians) rather than general farm management or veterinary medicine.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""3142"",
  ""isco_label"": ""Agricultural technicians"",
  ""confidence"": ""medium"",
  ""rationale"": ""The sub-sector specifically highlights 'Livestock Breeding or artificial breeding' as a service, which is a specialized technical support function performed by agricultural technicians (including artificial insemination technicians) rather than general farm management or veterinary medicine."",
  ""fallback_isco_3digit"": ""314""
}"
"Service","Architecture Construction and Related Consultations","12","no_map","","","","high","The sub-sector is too broad as it encompasses several distinct professional and managerial domains including building architects (2161), civil engineers (2142), and construction managers (1323).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector is too broad as it encompasses several distinct professional and managerial domains including building architects (2161), civil engineers (2142), and construction managers (1323)."",
  ""fallback_isco_3digit"": null
}"
"Service","Business Promotion Service","176","no_map","","","","low","The sub-sector 'Business Promotion Service' is too broad for a single 4-digit unit group as it spans multiple professional levels and specialties, including marketing managers (1221), advertising professionals (2431), and public relations specialists (2432).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""low"",
  ""rationale"": ""The sub-sector 'Business Promotion Service' is too broad for a single 4-digit unit group as it spans multiple professional levels and specialties, including marketing managers (1221), advertising professionals (2431), and public relations specialists (2432)."",
  ""fallback_isco_3digit"": null
}"
"Service","Case manager","1","map","2635","Social work and counselling professionals","263","medium","Case managers primarily operate within the social services and counselling domain, coordinating care and resources for individuals or families in need.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2635"",
  ""isco_label"": ""Social work and counselling professionals"",
  ""confidence"": ""medium"",
  ""rationale"": ""Case managers primarily operate within the social services and counselling domain, coordinating care and resources for individuals or families in need."",
  ""fallback_isco_3digit"": ""263""
}"
"Service","Cleaning of buildings, industry, aircraft, housing, etc","3","map","9112","Cleaners and helpers in offices, hotels and other establishments","911","medium","The sub-sector covers a range of professional cleaning activities which span several 4-digit codes (including 9111, 9112, 9122, and 9129), but 9112 is the most representative catch-all for commercial and industrial cleaning services.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""9112"",
  ""isco_label"": ""Cleaners and helpers in offices, hotels and other establishments"",
  ""confidence"": ""medium"",
  ""rationale"": ""The sub-sector covers a range of professional cleaning activities which span several 4-digit codes (including 9111, 9112, 9122, and 9129), but 9112 is the most representative catch-all for commercial and industrial cleaning services."",
  ""fallback_isco_3digit"": ""911""
}"
"Service","Commercial Broadcast Service","6","no_map","","","","high","Commercial Broadcast Service is an industry category that spans multiple distinct ISCO domains, including journalists, announcers, producers, and broadcasting technicians.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""Commercial Broadcast Service is an industry category that spans multiple distinct ISCO domains, including journalists, announcers, producers, and broadcasting technicians."",
  ""fallback_isco_3digit"": null
}"
"Service","Conservation of plants, animals and nature attractions","1","no_map","","","","low","The sub-sector is too broad, as it encompasses scientific research (Biologists), technical management (Forestry Technicians), and service-oriented tourism roles (Travel Guides), which span several unrelated ISCO major groups.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""low"",
  ""rationale"": ""The sub-sector is too broad, as it encompasses scientific research (Biologists), technical management (Forestry Technicians), and service-oriented tourism roles (Travel Guides), which span several unrelated ISCO major groups."",
  ""fallback_isco_3digit"": null
}"
"Service","Consulting around natural science","15","no_map","","","","medium","The term natural science encompasses multiple distinct ISCO-08 minor groups including Physical and Earth Science Professionals (211) and Life Science Professionals (213), making it too broad for a single unit group mapping.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""medium"",
  ""rationale"": ""The term natural science encompasses multiple distinct ISCO-08 minor groups including Physical and Earth Science Professionals (211) and Life Science Professionals (213), making it too broad for a single unit group mapping."",
  ""fallback_isco_3digit"": null
}"
"Service","Consulting service around social science","124","map","2632","Sociologists, anthropologists and related professionals","263","high","The sub-sector identifies a specific domain of professional expertise that aligns with the social science specialists categorized in Minor Group 263.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2632"",
  ""isco_label"": ""Sociologists, anthropologists and related professionals"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector identifies a specific domain of professional expertise that aligns with the social science specialists categorized in Minor Group 263."",
  ""fallback_isco_3digit"": ""263""
}"
"Service","Consulting service in the transport sector","1","no_map","","","","low","The sub-sector describes a diverse professional service domain that spans multiple distinct ISCO-08 groups such as town and traffic planners (2164), civil engineers (2142), and management analysts (2421).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""low"",
  ""rationale"": ""The sub-sector describes a diverse professional service domain that spans multiple distinct ISCO-08 groups such as town and traffic planners (2164), civil engineers (2142), and management analysts (2421)."",
  ""fallback_isco_3digit"": null
}"
"Service","Consulting service on the selection, installation, maintenance and disposal of scientific equipment","1","no_map","","","","low","The sub-sector describes a full product lifecycle including advisory/sales roles (selection and consulting) and technical/maintenance roles (installation, repair, and disposal), which map to distinct ISCO unit groups such as 2433 and 3119.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""low"",
  ""rationale"": ""The sub-sector describes a full product lifecycle including advisory/sales roles (selection and consulting) and technical/maintenance roles (installation, repair, and disposal), which map to distinct ISCO unit groups such as 2433 and 3119."",
  ""fallback_isco_3digit"": null
}"
"Service","Decoration works","4","map","3432","Interior designers and decorators","343","high","The sub-sector 'Decoration works' aligns directly with the 'decorators' component of this unit group, which covers planning and designing building interiors for aesthetic and functional purposes.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""3432"",
  ""isco_label"": ""Interior designers and decorators"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'Decoration works' aligns directly with the 'decorators' component of this unit group, which covers planning and designing building interiors for aesthetic and functional purposes."",
  ""fallback_isco_3digit"": ""343""
}"
"Service","Education counseling service","18","map","2423","Personnel and careers professionals","242","medium","The sub-sector aligns with the 'vocational guidance' component explicitly listed in the ISCO-08 definition for unit group 2423, though some school-based personal counseling may overlap with 2635.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2423"",
  ""isco_label"": ""Personnel and careers professionals"",
  ""confidence"": ""medium"",
  ""rationale"": ""The sub-sector aligns with the 'vocational guidance' component explicitly listed in the ISCO-08 definition for unit group 2423, though some school-based personal counseling may overlap with 2635."",
  ""fallback_isco_3digit"": ""242""
}"
"Service","Employment agencies and recruitment agencies","76","map","3333","Employment agents and contractors","333","high","The sub-sector name directly matches the specific activities and title of ISCO-08 unit group 3333.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""3333"",
  ""isco_label"": ""Employment agents and contractors"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector name directly matches the specific activities and title of ISCO-08 unit group 3333."",
  ""fallback_isco_3digit"": ""333""
}"
"Service","Engineering Consulting Service","14","map","2149","Engineering professionals not elsewhere classified","214","high","Engineering consulting services map directly to the domain of engineering professionals; while it encompasses several 4-digit specialties, group 2149 serves as the best representative anchor for the overall engineering professional minor group.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2149"",
  ""isco_label"": ""Engineering professionals not elsewhere classified"",
  ""confidence"": ""high"",
  ""rationale"": ""Engineering consulting services map directly to the domain of engineering professionals; while it encompasses several 4-digit specialties, group 2149 serves as the best representative anchor for the overall engineering professional minor group."",
  ""fallback_isco_3digit"": ""214""
}"
"Service","Equipment and machine installation and maintenance service","40","map","7233","Agricultural and industrial machinery mechanics and repairers","723","high","The sub-sector's focus on installation and maintenance of equipment and machinery directly aligns with the duties defined for ISCO unit group 7233.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""7233"",
  ""isco_label"": ""Agricultural and industrial machinery mechanics and repairers"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector's focus on installation and maintenance of equipment and machinery directly aligns with the duties defined for ISCO unit group 7233."",
  ""fallback_isco_3digit"": ""723""
}"
"Service","Estimating the cost of housing sales and collecting rental income","34","map","3334","Real estate agents and property managers","333","high","The sub-sector activities of estimating housing sale costs and managing rental income align precisely with the definition of real estate agents and property managers in ISCO 3334.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""3334"",
  ""isco_label"": ""Real estate agents and property managers"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector activities of estimating housing sale costs and managing rental income align precisely with the definition of real estate agents and property managers in ISCO 3334."",
  ""fallback_isco_3digit"": ""333""
}"
"Service","Finance and Administration Services","359","no_map","","","","high","The sub-sector combines two distinct functional areas (Finance and Administration) and covers multiple skill levels ranging from high-level managers and accountants to clerical support staff.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector combines two distinct functional areas (Finance and Administration) and covers multiple skill levels ranging from high-level managers and accountants to clerical support staff."",
  ""fallback_isco_3digit"": null
}"
"Service","General maintenance","35","no_map","","","","high","The sub-sector 'General maintenance' is too broad as it encompasses a wide range of both specialized trade occupations (such as electricians, plumbers, and HVAC technicians in Major Group 7) and elementary maintenance roles (such as odd-job persons in Major Group 9).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'General maintenance' is too broad as it encompasses a wide range of both specialized trade occupations (such as electricians, plumbers, and HVAC technicians in Major Group 7) and elementary maintenance roles (such as odd-job persons in Major Group 9)."",
  ""fallback_isco_3digit"": null
}"
"Service","General research and experimental development work","1","no_map","","","","high","This sub-sector is a broad domain label covering many distinct ISCO groups, including managers (1223), various professional researchers (Sub-major Groups 21 and 26), and technical support staff (Minor Group 31).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""This sub-sector is a broad domain label covering many distinct ISCO groups, including managers (1223), various professional researchers (Sub-major Groups 21 and 26), and technical support staff (Minor Group 31)."",
  ""fallback_isco_3digit"": null
}"
"Service","Geo-Spatial / Earth Information / Service","5","map","2165","Cartographers and surveyors","216","high","The sub-sector 'Geo-Spatial / Earth Information' directly aligns with the definition of ISCO 2165, which involves preparing digital and graphic maps and visual representations of the earth.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2165"",
  ""isco_label"": ""Cartographers and surveyors"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'Geo-Spatial / Earth Information' directly aligns with the definition of ISCO 2165, which involves preparing digital and graphic maps and visual representations of the earth."",
  ""fallback_isco_3digit"": ""216""
}"
"Service","Hair and beauty care","4","map","5141","Hairdressers","514","high","The sub-sector 'Hair and beauty care' corresponds directly to ISCO Minor Group 514, which contains both 5141 (Hairdressers) and 5142 (Beauticians and related workers).","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""5141"",
  ""isco_label"": ""Hairdressers"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'Hair and beauty care' corresponds directly to ISCO Minor Group 514, which contains both 5141 (Hairdressers) and 5142 (Beauticians and related workers)."",
  ""fallback_isco_3digit"": ""514""
}"
"Service","Human Resource Management","1","map","1212","Human resource managers","121","high","The sub-sector name directly corresponds to the ISCO unit group dedicated to planning and coordinating personnel and industrial relations policies.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""1212"",
  ""isco_label"": ""Human resource managers"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector name directly corresponds to the ISCO unit group dedicated to planning and coordinating personnel and industrial relations policies."",
  ""fallback_isco_3digit"": ""121""
}"
"Service","Industrial research and experimental development activities","33","no_map","","","","high","The sub-sector describes a broad economic domain that encompasses a wide variety of distinct occupations across different ISCO groups, including managers (1223), natural scientists (211x), engineers (214x), and technical support staff (311x).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector describes a broad economic domain that encompasses a wide variety of distinct occupations across different ISCO groups, including managers (1223), natural scientists (211x), engineers (214x), and technical support staff (311x)."",
  ""fallback_isco_3digit"": null
}"
"Service","Information and Communication Technology Consulting Service","10","map","2511","Systems analysts","251","high","The sub-sector focuses on ICT consulting, which is the primary professional domain of systems analysts who evaluate client requirements and develop technology proposals.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2511"",
  ""isco_label"": ""Systems analysts"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector focuses on ICT consulting, which is the primary professional domain of systems analysts who evaluate client requirements and develop technology proposals."",
  ""fallback_isco_3digit"": ""251""
}"
"Service","Inspection","7","no_map","","","","high","The term 'Inspection' is too broad and ambiguous as it could refer to government regulatory inspectors, health and safety inspectors, or industrial product graders across multiple distinct ISCO minor groups.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The term 'Inspection' is too broad and ambiguous as it could refer to government regulatory inspectors, health and safety inspectors, or industrial product graders across multiple distinct ISCO minor groups."",
  ""fallback_isco_3digit"": null
}"
"Service","Laboratory test","20","map","3212","Medical and pathology laboratory technicians","321","high","The sub-sector 'Laboratory test' in the service sector directly corresponds to the functions of medical and pathology laboratory technicians who perform clinical tests on specimens.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""3212"",
  ""isco_label"": ""Medical and pathology laboratory technicians"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'Laboratory test' in the service sector directly corresponds to the functions of medical and pathology laboratory technicians who perform clinical tests on specimens."",
  ""fallback_isco_3digit"": ""321""
}"
"Service","Library and Archives Services","14","map","2622","Librarians and related information professionals","262","high","The sub-sector clearly identifies the domain of librarians and archivists, which is centrally covered by Minor Group 262 (Librarians, Archivists and Curators).","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2622"",
  ""isco_label"": ""Librarians and related information professionals"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector clearly identifies the domain of librarians and archivists, which is centrally covered by Minor Group 262 (Librarians, Archivists and Curators)."",
  ""fallback_isco_3digit"": ""262""
}"
"Service","Logistics Supply and Support Services (outside of other business sectors)","89","no_map","","","","high","The sub-sector 'Logistics Supply and Support Services' represents a broad industry domain spanning multiple ISCO major groups, including management (1324), specialized agents (3331), clerical support (4321, 4323), and manual labor (9333).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'Logistics Supply and Support Services' represents a broad industry domain spanning multiple ISCO major groups, including management (1324), specialized agents (3331), clerical support (4321, 4323), and manual labor (9333)."",
  ""fallback_isco_3digit"": null
}"
"Service","Management System Certification","10","map","2421","Management and organisation analysts","242","high","Management system certification involves auditing and analyzing organizational structures, methods, and systems to ensure compliance with standards, which directly aligns with the duties of management and organization analysts.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2421"",
  ""isco_label"": ""Management and organisation analysts"",
  ""confidence"": ""high"",
  ""rationale"": ""Management system certification involves auditing and analyzing organizational structures, methods, and systems to ensure compliance with standards, which directly aligns with the duties of management and organization analysts."",
  ""fallback_isco_3digit"": ""242""
}"
"Service","Media programming","23","no_map","","","","medium","The sub-sector 'Media programming' is too broad because it encompasses diverse occupational roles including professional content creators (2654), journalists (2642), announcers (2656), and technical broadcasting staff (3521).","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""medium"",
  ""rationale"": ""The sub-sector 'Media programming' is too broad because it encompasses diverse occupational roles including professional content creators (2654), journalists (2642), announcers (2656), and technical broadcasting staff (3521)."",
  ""fallback_isco_3digit"": null
}"
"Service","Motor vehicle repair work","22","map","7231","Motor vehicle mechanics and repairers","723","high","The sub-sector 'Motor vehicle repair work' directly corresponds to the specific technical and mechanical duties defined in ISCO unit group 7231.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""7231"",
  ""isco_label"": ""Motor vehicle mechanics and repairers"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'Motor vehicle repair work' directly corresponds to the specific technical and mechanical duties defined in ISCO unit group 7231."",
  ""fallback_isco_3digit"": ""723""
}"
"Service","Occupational Safety and Health Care Consulting Service","21","map","2263","Environmental and occupational health and hygiene professionals","226","high","The sub-sector specifically describes professional consulting services in occupational health and safety, which is the primary focus of unit group 2263.","{
  ""mapping_decision"": ""map"",
  ""isco_code"": ""2263"",
  ""isco_label"": ""Environmental and occupational health and hygiene professionals"",
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector specifically describes professional consulting services in occupational health and safety, which is the primary focus of unit group 2263."",
  ""fallback_isco_3digit"": ""226""
}"
"Service","Other health activities","4","no_map","","","","high","The sub-sector 'Other health activities' refers to a broad industrial category that includes a diverse range of occupations from medical professionals and therapists to technical and support staff, spanning multiple ISCO-08 domains.","{
  ""mapping_decision"": ""no_map"",
  ""isco_code"": null,
  ""isco_label"": null,
  ""confidence"": ""high"",
  ""rationale"": ""The sub-sector 'Other health activities' refers to a broad industrial category that includes a diverse range of occupations from medical professionals and therapists to technical and support staff, spanning multiple ISCO-08 domains."",
  ""fallback_isco_3digit"": null
}"
