"ID","ORIGINURI","UUIDHISTORY","DEFINITION","SCOPENOTE","REUSELEVEL","SKILLTYPE","PREFERREDLABEL","ALTLABELS","DESCRIPTION","ISLOCALIZED"
"687671baebd2bf665349c86f","http://data.europa.eu/esco/skill/a0427808-b57d-41fe-b71c-ee0b620579f6","1f7f2ab6-add5-48a4-a048-0b74193dd3c1
521028e4-a236-40ee-991b-5192ef053317
82fd775a-383c-481d-8ced-ffb4409b0711
bb7bed3b-bdba-4423-add7-fd503ee851d4
84e40695-4f7e-484a-bf0d-c05e5ff19f7d","","","cross-sector","knowledge","adhesives","non-reactice adhesives
adhesive types
reactive adhesives
types of adhesive
one-part adhesives
typology of adhesives
drying adhesives
pressure-sensitive adhesives
contact adhesives
multi-part adhesives
adhesives
hot adhesives","The categories, production and the chemical components of adhesives such as non-reactice adhesives (drying adhesives, pressure-sensitive adhesives, contact adhesives and hot adhesives) and reactive adhesives (multi-part adhesives, one-part adhesives).","false"
"687671baebd2bf665349c870","http://data.europa.eu/esco/skill/a0439876-4129-4424-a71c-4f4deb73953d","dccee348-07b7-45c8-88ca-a3b894ebc0cb
8ea12bc0-37c1-4d5d-b9e8-930cf0aef666
d8346d26-f73f-4df6-b15a-c226dbe77284
6c3da5e4-aa45-40d2-929f-bf59b90577fd
0f0012d7-32cd-4fdd-88c4-202fa5538864","","","occupation-specific","skill/competence","design evaluation methods in music therapy","arrange evaluation methods in music therapy
design methods for evaluating music therapy
arrange evaluation method in music therapy
design evaluation methods in music therapy
design evaluation techniques in music therapy
design analysis methods in music therapy
design assessment methods in music therapy
prepare evaluation methods in music therapy
organize evaluation methods in music therapy
design analysis method in music therapy
design evaluation technique in music therapy
design assessment method in music therapy
organise evaluation methods in music therapy
design methods for evaluating therapeutic music strategies
prepare evaluation method in music therapy
design messuring methods in music therapy","Design methods for evaluating and measuring client progress and the effectiveness of therapeutic strategies within music therapy.","false"
"687671baebd2bf665349c871","http://data.europa.eu/esco/skill/a044a90e-be8b-446e-9703-e42cc34c3551","1ee8603c-b506-4eda-91b1-63f1c8e41d79
1286029d-cb0f-428a-a45f-510ffe4f1e2e
3f59b0b9-8747-4947-b456-f6fa94758621
5706f948-e2dd-4720-ab1f-d96a48cd95d0
535c9bc9-e9f3-470d-813e-5c5b93da0b6f","","","cross-sector","skill/competence","validate raw materials","validate raw materials using adequate equipment
raw materials checking using adequate equipment
raw materials validating using adequate equipment
checking raw materials using adequate equipment
check raw materials using adequate equipment
validating raw materials using adequate equipment
validate raw materials","Perform equipment validations and calibrations, along with methods and procedures for receiving incoming raw materials from suppliers.","false"
"687671baebd2bf665349c872","http://data.europa.eu/esco/skill/a04aa194-b706-44c4-8307-2e611a1f092f","2d206695-f458-44d4-8858-433fef29649f
ac19130a-e1da-413e-8065-431d8ecd117d
21d5eafa-0199-4291-ba0e-39936a82e857
d2281d0d-3987-4a49-94bb-499a580f055d
25f7ca42-2fc7-4bd7-b7bf-d6cbdf001bcc","","","sector-specific","knowledge","fighting fires at aquaculture facilities","methods for tackling fish farm fires
procedures for tackling fish farm fires
techniques for fighting fires at aquaculture facilities
procedures for fighting fires at aquaculture facilities
fighting fires at aquaculture facilities
instructions for fighting fires at aquaculture facilities
methods for fighting fires at aquaculture facilities
tackling fish farm fires
techniques for tackling fish farm fires","The methods and equipment required to extinguisht fires occured in aquaculture settings.","false"
"687671baebd2bf665349c873","http://data.europa.eu/esco/skill/a056851d-4a8b-4007-b0f6-8224ca1ec1c2","ffa31307-94dd-42b5-8aaa-0475505bd77b
8f25d62b-58ff-4216-8100-e997680fb6d0
ad87da96-1ae1-466a-893f-1ea39a6d9895
dfb89f52-4249-4c34-adbe-93e5bb3b6426
2dc87c4f-6972-4865-b8f1-57434f2c338e","","","sector-specific","knowledge","computational linguistics","computational linguistics
the study of computational linguistics
computational linguistic studies
computing linguistics
linguistics of computation","The computer science field that researches the modelling of natural languages into computational and programming languages.","false"
"687671baebd2bf665349c874","http://data.europa.eu/esco/skill/a0575745-b6d5-4aac-922c-2704afa16099","87ddfd78-9bdf-43bc-a500-b7ad791a385b
2532164d-c075-49a0-8cca-a292a55c97f2
12b465bc-bbcf-4f18-b289-6c907d8a45c5
05198a7c-d6c3-41c0-9e0a-c6d1c18d1222
ebdd13bd-b8d4-4b69-8d4e-ba44525e8ab1","","","sector-specific","skill/competence","mix terrazzo material","mixing terrazzo material
mix terrazzo material
prepare terrazzo material
mixing of terrazzo material
preparing terrazzo material
preparation of terrazzo material
terrazzo material mixing
terrazzo material preparation","Create a mix of stone fragments and cement in consistent proportions. Add colouring if called for.","false"
"687671baebd2bf665349c875","http://data.europa.eu/esco/skill/a05ac029-f76e-4167-9a7b-6df1fd9624e5","f6f8bb9d-2479-4fff-80c2-db8d45c5ed8c
c20947dd-ce73-455e-b82c-5fe1b7690449
833372e4-d448-47b4-9793-05ea3118202c
b9a0716e-dbc2-4a46-be7b-142a077cce3a
75e98beb-c6b1-4d4d-98e3-c661a082aba7","","","sector-specific","skill/competence","monitor live fish collection","monitoring live fish collection
live fish collection monitoring
check live fish collection
monitor live fish collection
checking live fish collection
live fish collection checking","Monitor conditions during gathering of live fish, including stress in the fish.","false"
"687671baebd2bf665349c876","http://data.europa.eu/esco/skill/a05bcb7d-a037-490d-ac80-5ec664e00c2b","0b0cbd68-e39a-4b79-889b-ba173ad44ea4
da726763-c284-4ca8-b506-7ee36d16a510
33ea656e-980d-45a7-823e-32c7c1c76aec
5bcb78c0-e7ae-4f66-9abe-461316fe7605
aca10c2e-7873-4eca-bcac-aafaa2feb9a3","","","sector-specific","skill/competence","contact talent agents","contacting talent agents
liaise with talent agents
interact with talent agents
communicate with talent agents
reach out to talent agents
contact talent agents
contact talent agent","Contact agents in charge of finding jobs for writers, actors, musicians, and other professionals in the entertainment and broadcasting businesses and maintain good relations with them.","false"
"687671baebd2bf665349c877","http://data.europa.eu/esco/skill/a05ead02-1728-4d60-929c-7e7c3a87672c","bd8558f4-b8b5-4efd-a8c4-ad67b194ee2e
a40c9f42-793a-4acd-ac1d-8053d20984d9
34acaa86-d23e-45b8-ac54-ce57c957157a
3a89c339-691e-46b1-8a04-f991501efd9d
dce19ff6-cf03-4453-b493-773e346f0ee6","","","cross-sector","skill/competence","operate financial instruments","undertake financial instruments
operating financial instruments
run financial instruments
conduct financial instruments
perform financial instruments
operate financial instruments
financial instrument operation
operate a financial instrument","Work with financial instruments such as stocks, bonds, mutual funds and derivatives.","false"
"687671baebd2bf665349c878","http://data.europa.eu/esco/skill/a0626f30-22e2-4394-ab04-248d43535ae9","e880deac-dd00-49ba-9f65-95d125488c01
8289f4bf-a3a3-41f7-a989-653b7b1ddf11
970e878a-a988-4ea1-868e-e296cfed72f5
5354746c-7065-4cfb-968f-da6bf6ad086a
b7a9cf8d-6711-44ee-a75f-0f9edce1b5ea","","","occupation-specific","skill/competence","operate bevelling machine","operate bevelling machine
bevelling machine operating
operating bevelling machine
tend bevelling machine
tending bevelling machine
bevelling machine tending","Operate the bevelling machine by setting it up and performing the specific operations such as beveling or polishing glass or mirror edges.","false"
"687671baebd2bf665349c879","http://data.europa.eu/esco/skill/a06907da-7037-45ef-846c-4b684c9b6f91","e6f32632-197b-4b86-98c7-4995e4b60ffa
cd274b0d-8623-4141-b76a-f2bddd867683
32a96348-b0dc-4f13-9748-0fd49ea4301b
88a5b39f-3dd1-49fb-b3c7-1bb21cba5cdb
b3d93f2e-210d-4ccc-a3cd-0f1b34a08aa1","","","cross-sector","skill/competence","study human population","demography studies
study human population
the study of demography
human population studies
the study of human populations","Analyse data about the human population in a specific geographic area in order to uncover trends such as mortality rate, migration, and fertility rates.","false"
"687671baebd2bf665349c87a","http://data.europa.eu/esco/skill/a06a0d41-10fa-4ba7-a988-e8b5eba966fb","75ec665e-febb-4621-9809-0328874bdf75
c57522c4-62e0-413f-9118-12feb9c7c495
c96076e0-e8f9-4bec-a46c-c16525c2a358
0ec98a15-fbb5-4861-bacc-68229cdfc644
2b6879ba-8e90-4429-ad86-034f3532793f","","","sector-specific","knowledge","mobility as a service","MaaS
mobility as a service","The provision of mobility services through digital technologies enabling customers to plan, book and pay for their trip. It includes the offer of shared and sustainable mobility services tailored on users' travel needs and the knowledge of different applications used for this purpose.","false"
"687671baebd2bf665349c87b","http://data.europa.eu/esco/skill/a06aa85f-2879-4a02-a6bd-cd60cdfc3f12","80b8cfa7-1ee9-463c-ab13-6ea31b698675
94b1ee13-77d2-4276-bece-28ce3fb9c75b
f81e8662-5d36-49e7-9655-91d446a4ea77
52494ca3-5365-4f48-9afe-1a1cb94830fe
446c346c-20fb-447b-b3e2-bddf0381558a","","","sector-specific","knowledge","automated optical inspection","SMMD AOOI
PCB inspection
PCCB AOOI
optical inspection which is automated
SMD inspection
automated optical inspection
AOOI
inspection of SMD","During automated optical inspection (AOI), printed circuit boards (PCB) or surface-mount devices (SMD) are inspected by means of an automated optical inspection machine. During each automated optical inspection test, dozens of images are captured with a special camera and compared to previous assembled boards to detect any anomalies.","false"
"687671baebd2bf665349c87c","http://data.europa.eu/esco/skill/a0763241-9aa5-43f2-860d-2cef9477c889","ca80446d-39ee-4394-9344-e4a46c172967
c86212bf-f1b1-4a43-a38a-2058a3b96682
e08a16fd-aee1-43f7-aa66-489d8e343947
236635cc-6643-4454-be47-a3ec4cd2afff
3659f861-7e29-4e98-a37c-1b82f60d4556","","","sector-specific","skill/competence","perform massage techniques on animals","perform animal health improving massage
massage to improve the health of an animal
massage to improve health of animals
formulate massage plans for animal treatment
perform massage techniques on animals
massages to improve health of animals
provide health promoting animal massages","Design a massage treatment plan, provide advice and use appropriate massage techniques on animals.","false"
"687671baebd2bf665349c87d","http://data.europa.eu/esco/skill/a07a5d41-add0-4d0f-ad01-718d39554be8","d7c2a1b5-65d3-4b81-8c8d-28825b26e5b4
1bbe8fe2-24a7-4b6b-9368-f1274756c519
f477b8a2-9f67-4f8a-b223-280709465b74
f1e7caf9-4267-458d-93b3-326627a0b326
3bf317a9-7c51-4b29-8f25-96e0d2b7cf0c","","","sector-specific","knowledge","applied zoology","applied zoology
applied animal biology","The science of applying animal anatomy, physiology, ecology, and behaviour in a particular practical context.","false"
"687671baebd2bf665349c87e","http://data.europa.eu/esco/skill/a07def4c-3b7f-4df0-8052-05968d9c936b","c8e0f5c6-cb55-49d0-8b83-c9e11b7d78e1
94975e83-ecc7-4917-abce-6bf384e90f2a
85eb8bf7-9e3c-4fc7-93f4-96f526dd3703
6b78eb54-0a0c-4928-b141-9736db0b884a
d8e30d58-309c-49a5-a794-c627e3de7368","","","sector-specific","skill/competence","interview animal owners on animals' conditions","interview animal holders
interview animal owner
interview animal owners on animals' conditions
ask questions about the animal's conditions
pose a question about the animal's conditions
pose questions about the animals' conditions
elicit information on animal's conditions
interview owners of animals
formulate questions regarding animal's conditions
interview animals' owners
query animal owners","Ask questions appropriate to the setting and purpose, with the aim to elicit accurate information on the animal's health condition, in order to facilitate a correct diagnosis.","false"
"687671baebd2bf665349c87f","http://data.europa.eu/esco/skill/a08db331-526e-454f-820b-b59dff90a8b6","a5d0636d-65ae-41de-b3d2-f994f76e8fcf
dd578f93-4368-40be-b152-df4ee35335da
ccc64690-cae1-4c6b-b5d6-1808831e14ca
d0adfe5e-9bd9-473a-8ed5-3d37772ed7a9
bd5e97f9-b66e-49bb-83f1-756291045ebe","","","occupation-specific","skill/competence","research new photographic procedures","research new photography procedures
research new photographic procedures
search for new ways to develop photos
look into new procedures for photography
research new procedures for photography","Participate in research to develop new photographic procedures and materials.","false"
"687671baebd2bf665349c880","http://data.europa.eu/esco/skill/a0991e1f-4e02-4340-87b7-e0881e4ff865","10b14312-ed64-414f-842a-29dbb0720c33
6286ec28-0977-4b20-b77e-1c1becad8282
31be34d2-15b1-4ff5-9d12-a4dd1226691b
c92f0750-108f-4e06-99e9-72564418fda7
3c951e38-1798-42c2-9938-5a043eb09f58","","","sector-specific","skill/competence","work with circus group","work with circus group
collaborate with circus members
work with the group of the circus
work with group at the circus
work with circus team","Work together with other circus artists and management. Make sure to do your part while keeping the performance as a whole in mind.","false"
"687671baebd2bf665349c881","http://data.europa.eu/esco/skill/a0b6f2b8-0f41-420d-9d7b-942026f83b50","4645e446-66e5-4757-9b95-5aa225a7e85f
88f2efd3-dcff-4343-a3cb-3442975db9c6
f9bfeccd-4870-4145-93d8-8a61c81c4b57
b1a19f42-dd0d-4415-ae50-a0b54777933e
8e0d7338-3170-4aef-b195-b3cb70584b66","","","sector-specific","knowledge","aquaculture production planning software","types of aquaculture production planning software
kinds of aquaculture production planning software
aquaculture production planning software
types of fish farming software
range of fish farming software
typology of aquaculture production planning software
typology of fish farming software
kinds of fish farming software
range of aquaculture production planning software","The functioning principles and usage of a software dedicated to the planning of aquculture production.","false"
"687671baebd2bf665349c882","http://data.europa.eu/esco/skill/a0b91437-6b10-4668-ac09-47e3981b3dc7","8a1f92ca-fb1f-44b7-9357-8aca5d7d6386
a75ae2a8-b2c6-42d8-a04b-6bb361c21e59
a4721f0b-07a5-466d-9c2a-e546a524152a
39f7f04e-d244-4eb4-9b49-d057403956f1
12652021-32d1-484a-87b8-fdeb0624d390","","","sector-specific","skill/competence","parallel park vehicles","parallel park automobiles
parallel park a variety of vehicles
parallel park
parallel park vehicles in a variety of spaces
undertake parallel parking activity
parallel park vehicles
undertake parallel parking
parallel park motorised vehicles","Parallel park motorised vehicles in a variety of spaces.","false"
"687671baebd2bf665349c883","http://data.europa.eu/esco/skill/a0bf9b9d-e53f-418c-a839-5d99eff718fe","4fc1b530-4fba-49e3-b6f7-644e8a7dad86
c021c03a-a833-43c9-b0b8-e448986ee70e
ad13e614-c6cf-44a4-a750-99e1f555d354
2fc05918-7038-4beb-ba5b-76e035815112
c7c9ce4a-3463-4c22-8453-deb74d3df062","","","cross-sector","skill/competence","conduct search engine optimisation","organise search engine optimisation
carry out search engine optimisation
conduct search engine optimization
manage search engine optimisation
undertake search engine optimisation
conduct a search engine optimisation
conducting search engine optimisation
conducting a search engine optimisation
conduct search engine optimisation","Execute optimal marketing research and strategies on search engine processes, also known as search engine marketing (SEM), in order to increase online traffic and website exposure.","false"
"687671baebd2bf665349c884","http://data.europa.eu/esco/skill/a0c09073-8422-4acb-b2a8-6e946e06a8e5","f8692455-e440-4ba1-987e-061406185f78
15afdabb-2dff-4598-b69a-1d4a4ec89964
e0195953-b9e0-4db5-856c-bf68bd3f9dcd
2da2531c-4aee-4e81-9e96-907cc0375715
2afdc4c3-2d43-4d0e-b613-5cbc77c876f0","","","sector-specific","skill/competence","ensure funding for artistic project","provide funding for projects
ensure funding for artistic project
ensure artistic project is funded
coordinate funding process
ensure funds for artistic project","List funding sources for your artistic production. Write grant applications, find public or private funding, finalise co-production agreements. Organise fundraisers if called for. Finalise agreements with sponsors.","false"
"687671baebd2bf665349c885","http://data.europa.eu/esco/skill/a0c277a6-1ca6-4798-a5c9-cd199dbdff45","2507409d-a5ff-431a-95a6-9c96a96bf359
3ba892c8-531a-4ba3-8a69-ee0e1c4e9f55
e1fbf7b6-2b47-4bd0-9095-a63989667dfc
5f31dedf-c1ef-46d3-ab6f-54ee2319f80a
d4336ea1-2977-420b-89bf-9130ecd61315","","","sector-specific","skill/competence","escort visitors to places of interest","escorted visitors to places of interest
accompany visitors on sightseeing tours
escort visitors to interesting places
escort visitors to places of interest
guide people during visits to places of interest","Bring tourists to places of interest such as museums, exhibitions, theme parks or art galleries.","false"
"687671baebd2bf665349c886","http://data.europa.eu/esco/skill/a0c4e4a2-9d7c-499d-af51-4e32dd028418","8b5dfe6a-8c1e-4d22-b8ac-74b2d8d99932
498c98bd-1f61-480c-bd4b-70787a7865fe
1449fce1-285a-4f3d-b972-e7d65943bea5
71467575-3661-4928-b713-4b828706530f
bd946f59-5dc4-4a5f-891c-7b97cdc29912","","","sector-specific","skill/competence","manage key performance indicators of call centres","managing key performance indicators of call centres
manage key call centres performance indicators
manage key performance indicators of call centre
oversee key performance indicators of call centres
maintain key performance indicators of call centres
manage key performance indicator of call centres
manage key performance indicators of call centers
manage key performance indicators of call centres","Understand, follow up and manage the achievement of the most important key performance indicators (KPI) of call centres such as time average operation (TMO), service quality, questionnaires filled, and sales per hour if applicable.","false"
"687671baebd2bf665349c887","http://data.europa.eu/esco/skill/a0c80624-93cd-4b34-8552-bbebb264b532","363b0c24-3f90-4177-874c-4476ba88474e
9e5441c8-81bd-4f84-a533-de9e54c8cc27
0c4968a1-0e07-4956-adeb-5de4d3bbf2d7
d25eda82-11a5-483e-aa2e-088cbf87c5bf
629c92f4-8b1a-4cf7-86a6-8481d00f933f","","","sector-specific","skill/competence","prevent casting adhesion","eliminate casting adhesion
casting adhesion eliminating
casting adhesion preventing
eliminating casting adhesion
preventing adhesion of casting
prevent adhesion of casting
prevent casting adhesion
preventing casting adhesion","Prevent the casting sticking to the moulds by brushing the mould with oil, hot wax or graphite solution, according to the specification of each casting components.","false"
"687671baebd2bf665349c888","http://data.europa.eu/esco/skill/a0cad388-3c4c-4786-b238-fc39f8c495af","4c936e17-30bb-4d2b-a039-957bdd136f0e
d7b9c702-5316-4693-99cb-337a14dec339
f5d1919e-b264-460e-bff0-aaa03ed12a24
473e28c2-70d7-4934-ae50-5c6c0b33d15e
44eea29c-f8ed-4c89-a711-911cbef52c2f","","","sector-specific","knowledge","assertiveness","self-assured
confidence
assertion
Assertiveness
assertiveness","The attitude to stand up for yourself and be treated with respect without upsetting others, being aggressive, rude or submissive.","false"
"687671baebd2bf665349c889","http://data.europa.eu/esco/skill/a0cafd94-40c3-4d55-9e94-bc27ef071b4b","8e2d7fab-5836-43a6-89c2-5a1459d8512f
cf4316c5-cbdd-417f-a16b-1e4191852812
ecb9d5da-2d0e-4936-b0c1-50b7c29f768a
a081eaaf-ad0d-42c6-a751-f7f573b3addf
c3902dbe-a828-4efa-b9b3-93ac1dece1b9","","","sector-specific","skill/competence","compile reservoir performance plans","reservoir performance plan compilation
reservoir performance planning
compiling of reservoir performance plans
planning reservoir performance
reservoir performance plans compilation
compilation of reservoir performance plans
compile reservoir performance plans
planning for reservoir performance
compiling reservoir performance plans
plan reservoir performance","Make up detailed development plans of the performance of the reservoir. Apply mathematical models for maximum economic recovery.","false"
"687671baebd2bf665349c88a","http://data.europa.eu/esco/skill/a0cbe83f-dd83-44d9-8c38-bfff2c80ef04","5d00781d-e9a0-485d-a314-2c6e687d9714
88aabcca-31d7-4687-af4f-44af2f01a6f2
09946a47-7027-4369-a3c9-6d1499b8fa1d
3a4ab251-f72e-4c45-b163-508c789401e4
14bcf6b7-83d0-4f96-9168-00f6ab0538ad","","","cross-sector","skill/competence","operate armoured fighting vehicles","operate armoured fighting vehicles
handle armoured military vehicles
handle armoured fighting vehicles
utilise armoured fighting vehicles
use armoured military vehicles
utilise armoured military vehicles
use armoured fighting vehicles","Operate armoured fighting vehicles, such as tanks, armoured cars, air defense vehicles and troop carriers, using correct navigation systems and monitoring controls, as well as operating its weapons.","false"
"687671baebd2bf665349c88b","http://data.europa.eu/esco/skill/a0ccc96f-edec-4641-b053-12159ebe5b13","e3247a99-8a3a-4396-9f9f-f3d8a5e42edd
77837b26-fd46-49c8-a3fc-f79858ad04e1
a60bb27a-ceac-4f23-9f80-3787ba3d6839
be73cbe7-bcdc-45a4-8ee6-013d55c09544
f1741309-610e-4282-8536-db09263e293e","","","transversal","skill/competence","understand spoken Spanish","understanding spoken Spanish
comprehend spoken Spanish
understand spoken Spanish
understand Spanish speech
make sense of spoken Spanish
listen to Spanish
interpret spoken Spanish
listen to Castilian","Comprehend orally expressed Spanish.","false"
"687671baebd2bf665349c88c","http://data.europa.eu/esco/skill/a0ce60da-9e93-4fc8-9ada-35bbe5247d07","42bd05b2-87f0-44a0-8646-6ca2f0d82faf
6737809a-1542-4623-9147-445653ddfb03
07574327-56a5-4fc4-a62b-d33a628f9f17
5e5024c8-888f-4440-9b17-a4b69fdd8fe8
d53f81c6-7696-40df-97c8-ea8ec8fa196e","","","sector-specific","skill/competence","develop an animal handling strategy","create an animal handling strategy
plan how to handle animals according to desired objectives
create an animal handling plan
develop animal handling strategies
perform animal handling planning activities
create animal handling strategies
develop an animal handling plan
design animal handling action plans
create a strategy on how to handle animals according to desired objectives
develop an animal handling strategy
design strategies for handling animals","Develop plans and strategies to deal with the animal in order to achieve established goals and optimal results.'","false"
"687671baebd2bf665349c88d","http://data.europa.eu/esco/skill/a0d79341-8398-4019-ad1b-27888ec35aaa","6c2358cf-aea3-4ff0-ab9e-a818e81a640e
b4d20da4-0681-4217-81e3-4d200e9a975d
f51d10a5-b4cf-4ba8-9f36-26c0207aed93
d2b5e615-92d9-45c4-8a8f-1433c2231e36
a6505b26-e5a3-4035-a73a-a2177e21bcc5","","","cross-sector","skill/competence","use accounting systems","using accounting systems
utilize accounting systems
work with accounting systems
use accounts systems
use accounting system
use accounting systems","Employ accounting systems for recording and managing the accounts, obligations, and rights that the company possesses. Utilise these systems for accounting operations, financial analysis, and preparation of financial statements.","false"
"687671baebd2bf665349c88e","http://data.europa.eu/esco/skill/a0d96ce8-aeeb-4ffb-bd78-21c0598179ff","114f3447-a38d-41e0-a156-984dcb43abbf
d7179575-3735-44cd-8a87-899a7d7f419a
98d20648-ed8b-467c-86db-75e7f32df8ca
86c1cd65-5e1e-4018-90cd-a8ef446e4bfc
d1274190-2995-4fa5-9a04-7580f615e338","","Select the adequate ingredients to execute the recipe. The quality of the ingredients, their properties, and the adequate use of them may yield different results that can be determinant for a satisfactory final product.","cross-sector","skill/competence","work according to recipe","work according to recipes
employ according to recipe
work according to recipe
working according to recipes
prepare according to recipe
conduct according to recipe
create according to recipe","Perform tasks in food preparation according to recipe or specification in order to preserve the quality of ingredients and to ensure replication accuracy of the recipe. Select the appropriate materials to follow the recipe, taking into account the current situation.","false"
"687671baebd2bf665349c88f","http://data.europa.eu/esco/skill/a0e23745-6ba4-45e2-9510-df6e71ed1230","3e25a10f-acde-4c4a-92c7-880ec016f0f9
0f4f0cc2-d57f-4dbf-8218-b8c2438448ea
6445e3de-a76e-4f52-a6f7-bff4b5c97cba
d2ad1609-1187-4080-8c7e-10f937eae52b
363ce911-ec1d-4003-8af7-f5148558f1e2","","","cross-sector","skill/competence","apply knowledge of human behaviour","administer knowledge of human behaviour
applying knowledge of human behaviour
apply the knowledge of human behaviour
utilise knowledge of human behaviour
implement knowledge of human behaviour
employ knowledge of human behaviour
apply knowledge of human behavior
apply a knowledge of human behaviour
apply knowledge of human behaviour","Practice principles related to group behaviour, trends in society, and influence of societal dynamics.","false"
"687671baebd2bf665349c890","http://data.europa.eu/esco/skill/a0f6c6be-6998-49a5-a2da-d1483ff4e766","26c30ee8-ec77-41f6-a020-0ee976ce14ef
40ba7178-3cae-42e0-b49d-2c96f8f3b439
dc12efa2-7883-4740-8685-7c19f79da4c7
40ec6838-4867-42fb-958a-40ad33c16e3d
86723b17-6715-462f-8b7b-7312fb278511","","","occupation-specific","skill/competence","conduct beamhouse operations","conduct liming activities
remove extraneous tissues in leather product
run beamhouse operations
conduct soaking activities
conduct beamhouse operations","Conduct the beamhouse operations and adjust formulations according to the final leather good. Operations include activities such as soaking, liming, removal of extraneous tissues (unhairing, scudding and fleshing), deliming, bating or pouring, drenching, and pickling.","false"
"687671baebd2bf665349c891","http://data.europa.eu/esco/skill/a0f9c46a-d712-4afd-afe0-1330b825f382","6765de89-3500-40ef-902f-867e4307464b
3eba03ac-d6e4-4903-82c5-9aeab3fbe4d4
e018fc05-9a5a-42c5-9285-fcb3ca731eea
e89c6882-5653-4367-b998-8878bfe12c32
9332551c-e50d-44e0-bc23-6d5a94be90f7","","","cross-sector","knowledge","forensic anthropology","the study of forensic archaeology
forensic archaeology
forensic anthropology
forensic archaeological studies","The scientific study and techniques that use history, archaeology, and biology to analyse human remains and determine their age, sex, and time and cause of death.","false"
"687671baebd2bf665349c892","http://data.europa.eu/esco/skill/a103bca9-6d00-4255-b61b-6c524dacfc8e","f46c93cf-985f-47f9-bd3e-f04f73da6d84
cb3e0e29-89bd-422e-a668-2fdbdc94117e
99815e0b-77e7-4be8-bb62-317d579206fd
643df89e-78e9-4cf2-b1b3-cdbc671d399a
9cee7279-e4fd-4d85-8bef-888331d8776b","","","occupation-specific","skill/competence","create mock-ups","create mockups
construct mock ups
make mock ups
produce mock ups
create a mock-up
create mock-ups
build mock ups","Create small scale designs of furniture for industrial or architectural purposes.","false"
"687671baebd2bf665349c893","http://data.europa.eu/esco/skill/a10aabfa-beb1-41b1-b8a3-4442b52536e3","080e827b-9b78-4740-ad87-e50281335535
3683be96-0383-45cb-8a47-cb2e3c2fc0ec
a81ab2c3-670d-450f-8bc2-89f674a6a6b2
1b7f70cf-e03e-4374-ae02-75940b528897
ee97ae6e-129b-4730-ab83-59d15a3addd1","","","sector-specific","knowledge","mechanotherapy","medical therapy by mechanical method
medical treatment by mechanical mean
medical treatment by mechanical methods
treatment of diseases by mechanical means
treatment of disease by mechanical devices
mechanotherapy
treatment of diseases by mechanical mean
medical therapy by mechanical methods
treatment of disease by mechanical device
medical treatment by mechanical means","The medical treatments provided by manual means such as massage or other types of mechanical devices.","false"
"687671baebd2bf665349c894","http://data.europa.eu/esco/skill/a10b4a9e-e42b-4151-829a-657b7d0f5f7b","cfbf6b24-2ccb-43f3-afee-5a2bf9c384c9
f383b633-1a96-4189-8e8f-c7c018dba29a
b9e4cba8-e7d3-40f4-a18d-4d65d0dcc064
3da65c52-d925-4e0f-8f17-2b22d2c672e2
8ef2b3f5-5644-48ad-b4bd-4363b593de49","","","occupation-specific","skill/competence","perform electrolysis","perform hair removal using electric current
perform electrolysis
performing electrolysis","Use electrolysis technology to permanently remove hair, by applying electrical charges to individual hairs at the follicle.","false"
"687671baebd2bf665349c895","http://data.europa.eu/esco/skill/a117f32c-662b-4dd9-b739-1230dd04cb60","f7df3907-9664-474a-bbc9-75f1913817e3
d0b8ac6b-d21c-420b-97af-9160c4ae2967
6e914dfa-68e1-4c41-806e-41962e19881e
a69c08ff-f682-4c01-a153-0811a701378b
a8a4fd8e-62ba-4919-a7f7-517be23aa717","","","cross-sector","knowledge","pedagogy","methods of teaching
paedagogy
study of education methods
theory and practice of education
pedagogy","The discipline that concerns the theory and practice of education including the various instructional methods for educating individuals or groups.","false"
"687671baebd2bf665349c896","http://data.europa.eu/esco/skill/a118a699-7258-48d1-bc45-45fc04f792c8","b702d740-26d0-4bad-b95e-28c5b70c6a88
24be91bd-4727-418f-9422-a60d615d8774
63214e03-d0f6-47dd-9b00-e10a61d53427
3cfabfb1-6e0e-4421-b513-f8784c1e3305
d05e316e-725b-487b-8b7f-268a924aec1a","","","sector-specific","knowledge","ingredient threats","ingredient threat
threats to ingredients
ingredient faults
ingredients risks
ingredient threats
ingredient problems
threat to an ingredient","Ingredients and potential risks which could damage humans, the flora and the fauna. Functions in ingredient formulas.","false"
"687671baebd2bf665349c897","http://data.europa.eu/esco/skill/a11c4c9c-ed68-4dcd-b7ef-841e7e347d70","3657814c-7397-4b09-9c93-4164af5d4c36
fd5fe2b2-cb48-40ce-be44-6997437abcd5
650239d0-9ec6-43f9-9c7b-95804c275f6b
799d98cd-9568-4590-a1ca-3eb090fd0f51
fcb7c95a-d5e5-452e-9bf6-5324cbbdd3ce","","","sector-specific","skill/competence","conduct soil sample tests","carrying out soil sample tests
soil sample testing
conducting of soil sample tests
carry out soil sample tests
conduct soil sample tests
testing soil samples
soil sample tests conduct
conducting soil sample tests
conduct of soil sample tests","Analyse and test soil samples; determine gas chromatography and gather relevant isotope and carbon information; determine viscosity.","false"
